"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
8948,7000,11.99,"B","B3","3 years",6827,66.9,692,"RENT",92000,"Not Verified","Fully Paid","Paid"
8949,15000,14.33,"C","C1","10+ years",11490,59.5,682,"RENT",47200,"Verified","Fully Paid","Paid"
8950,5000,13.05,"B","B5","10+ years",11839,72.6,697,"OWN",65000,"Not Verified","Fully Paid","Paid"
8951,10000,17.77,"D","D1","10+ years",16199,83.1,692,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
8952,15075,6.03,"A","A1","10+ years",9226,10.6,822,"MORTGAGE",92001,"Source Verified","Fully Paid","Paid"
8953,18000,13.67,"B","B5","5 years",33279,61.4,677,"RENT",80000,"Source Verified","Fully Paid","Paid"
8954,3200,13.11,"B","B4","< 1 year",32351,78.3,687,"MORTGAGE",102000,"Source Verified","Charged Off","Defaulted"
8955,6000,14.33,"C","C1","6 years",5736,58.5,677,"RENT",48000,"Not Verified","Fully Paid","Paid"
8956,10000,9.76,"B","B1","2 years",10469,52.9,727,"MORTGAGE",105000,"Not Verified","Fully Paid","Paid"
8957,18000,18.49,"D","D2","10+ years",19460,56.2,667,"RENT",80000,"Verified","Fully Paid","Paid"
8958,16000,13.11,"B","B4","5 years",13717,72.1,697,"RENT",46560,"Verified","Fully Paid","Paid"
8959,9600,9.71,"B","B1","8 years",17651,40.9,702,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
8960,16000,11.71,"B","B3","9 years",15734,89.9,707,"RENT",36700,"Verified","Fully Paid","Paid"
8961,16000,11.99,"B","B3","10+ years",7341,61.2,717,"RENT",61000,"Not Verified","Fully Paid","Paid"
8962,10000,17.77,"D","D1","1 year",6004,60.6,667,"RENT",40000,"Verified","Charged Off","Defaulted"
8963,15000,6.62,"A","A2","8 years",27860,38.3,772,"MORTGAGE",99900,"Not Verified","Fully Paid","Paid"
8964,9250,19.72,"D","D5","2 years",9354,56.7,662,"RENT",31000,"Not Verified","Charged Off","Defaulted"
8965,10000,7.9,"A","A4","4 years",4177,27.8,732,"RENT",55000,"Not Verified","Fully Paid","Paid"
8966,6000,11.99,"B","B3","2 years",4738,66.7,682,"RENT",41000,"Not Verified","Fully Paid","Paid"
8967,9600,7.62,"A","A3","5 years",8006,43,742,"MORTGAGE",69800,"Verified","Fully Paid","Paid"
8968,2500,8.9,"A","A5","< 1 year",1839,36.8,737,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
8969,15000,12.12,"B","B3","8 years",15990,61,672,"RENT",60000,"Not Verified","Fully Paid","Paid"
8970,10375,10.64,"B","B2",NA,17102,76,667,"RENT",31206,"Verified","Charged Off","Defaulted"
8971,10000,18.49,"D","D2","7 years",7577,83.3,672,"RENT",58746,"Not Verified","Fully Paid","Paid"
8972,8325,11.14,"B","B2","1 year",5884,42.2,742,"RENT",40000,"Not Verified","Fully Paid","Paid"
8973,22750,12.12,"B","B3",NA,20208,57.7,692,"RENT",51000,"Verified","Fully Paid","Paid"
8974,24000,13.53,"B","B5","9 years",20877,75.9,707,"MORTGAGE",110000,"Verified","Fully Paid","Paid"
8975,8000,14.33,"C","C1","8 years",7957,82,677,"MORTGAGE",71000,"Verified","Fully Paid","Paid"
8976,28000,13.98,"C","C1","1 year",52240,96.9,712,"OWN",140000,"Verified","Fully Paid","Paid"
8977,35000,12.12,"B","B3","2 years",45965,75.7,727,"MORTGAGE",138000,"Verified","Fully Paid","Paid"
8978,12525,17.76,"D","D1","2 years",16603,69.8,682,"MORTGAGE",86000,"Source Verified","Fully Paid","Paid"
8979,18000,13.49,"C","C1","5 years",20824,85,707,"MORTGAGE",129000,"Not Verified","Fully Paid","Paid"
8980,21725,14.09,"B","B5","2 years",21300,85.9,692,"RENT",55000,"Verified","Fully Paid","Paid"
8981,16000,10.65,"B","B2","5 years",14792,58.5,717,"MORTGAGE",57600,"Source Verified","Fully Paid","Paid"
8982,16000,9.99,"B","B1","10+ years",14994,60.7,707,"MORTGAGE",1e+05,"Source Verified","Fully Paid","Paid"
8983,16000,14.09,"B","B5","7 years",3909,55.1,692,"MORTGAGE",40000,"Verified","Fully Paid","Paid"
8984,25000,11.14,"B","B2","2 years",32283,67.3,722,"MORTGAGE",96000,"Source Verified","Fully Paid","Paid"
8985,20000,10.64,"B","B2","7 years",3748,68.1,692,"MORTGAGE",83000,"Verified","Fully Paid","Paid"
8986,19200,14.47,"C","C2","10+ years",7716,79.5,687,"MORTGAGE",95000,"Verified","Fully Paid","Paid"
8987,12650,6.62,"A","A2","5 years",18224,56.1,757,"MORTGAGE",72000,"Not Verified","Fully Paid","Paid"
8988,12000,6.62,"A","A2","3 years",22773,54.2,737,"MORTGAGE",53500,"Not Verified","Fully Paid","Paid"
8989,12000,15.61,"C","C3","9 years",15073,84.7,672,"RENT",50000,"Not Verified","Fully Paid","Paid"
8990,20000,7.9,"A","A4","4 years",24328,42.1,717,"RENT",82500,"Source Verified","Fully Paid","Paid"
8991,17400,12.99,"B","B4","1 year",14719,44.2,682,"OWN",67000,"Source Verified","Fully Paid","Paid"
8992,10000,14.09,"B","B5","2 years",5817,24.4,727,"RENT",45000,"Verified","Charged Off","Defaulted"
8993,15000,11.14,"B","B2","10+ years",14088,92.7,672,"RENT",1e+05,"Not Verified","Fully Paid","Paid"
8994,14400,10.99,"B","B2","10+ years",13359,57.6,667,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
8995,28000,7.9,"A","A4","10+ years",67214,27.8,722,"MORTGAGE",210000,"Verified","Fully Paid","Paid"
8996,13250,15.22,"C","C3","10+ years",13188,84,682,"RENT",48222,"Verified","Fully Paid","Paid"
8997,22000,15.31,"C","C2","10+ years",20255,47,692,"RENT",55000,"Verified","Charged Off","Defaulted"
8998,5000,13.11,"B","B4","< 1 year",4724,53.1,662,"RENT",33280,"Not Verified","Fully Paid","Paid"
8999,5000,6.03,"A","A1","10+ years",13310,8.7,802,"MORTGAGE",42000,"Not Verified","Fully Paid","Paid"
9000,5000,17.27,"C","C5","< 1 year",7215,80.2,712,"OWN",48059,"Not Verified","Fully Paid","Paid"
9001,25975,13.11,"B","B4","10+ years",36807,47.8,737,"MORTGAGE",83000,"Verified","Fully Paid","Paid"
9002,7000,14.09,"B","B5","3 years",14268,53,692,"OWN",56000,"Not Verified","Fully Paid","Paid"
9003,10225,11.99,"B","B3","5 years",9754,22.2,747,"RENT",39000,"Verified","Fully Paid","Paid"
9004,16000,17.27,"D","D1","9 years",4992,42.9,672,"RENT",48000,"Verified","Fully Paid","Paid"
9005,9000,17.56,"D","D1","10+ years",8569,70.8,672,"RENT",37000,"Not Verified","Fully Paid","Paid"
9006,3600,11.71,"B","B3","5 years",6043,85.8,702,"MORTGAGE",72000,"Not Verified","Charged Off","Defaulted"
9007,15000,13.99,"C","C1","< 1 year",13627,67.1,702,"MORTGAGE",60361,"Source Verified","Fully Paid","Paid"
9008,11500,18.75,"D","D3","3 years",3419,62.2,662,"RENT",62000,"Not Verified","Fully Paid","Paid"
9009,3650,23.1,"E","E4","3 years",5838,74.8,667,"RENT",22680,"Verified","Charged Off","Defaulted"
9010,16000,16.29,"C","C4","10+ years",12856,51.2,687,"MORTGAGE",46000,"Not Verified","Fully Paid","Paid"
9011,28000,7.9,"A","A4","5 years",9729,26.2,777,"MORTGAGE",109000,"Not Verified","Fully Paid","Paid"
9012,20000,10.99,"B","B2","9 years",19413,75.8,677,"MORTGAGE",70000,"Verified","Fully Paid","Paid"
9013,12000,12.12,"B","B3","4 years",33875,83.6,702,"MORTGAGE",59000,"Not Verified","Fully Paid","Paid"
9014,5000,14.3,"C","C1","10+ years",3492,42.6,702,"OWN",50000,"Not Verified","Fully Paid","Paid"
9015,15000,13.05,"B","B5","5 years",12962,47.3,712,"RENT",55000,"Not Verified","Charged Off","Defaulted"
9016,15000,7.9,"A","A4","4 years",5434,32.2,722,"MORTGAGE",117000,"Not Verified","Fully Paid","Paid"
9017,12000,11.71,"B","B3","10+ years",12066,33.5,692,"MORTGAGE",188000,"Not Verified","Fully Paid","Paid"
9018,10025,6.62,"A","A2","3 years",8312,18.8,762,"MORTGAGE",130000,"Verified","Fully Paid","Paid"
9019,5000,12.12,"B","B3",NA,6695,62.6,682,"MORTGAGE",67500,"Verified","Fully Paid","Paid"
9020,4200,21.15,"E","E2","10+ years",2470,34.8,662,"RENT",110000,"Not Verified","Charged Off","Defaulted"
9021,10000,13.11,"B","B4","3 years",11218,87,692,"OWN",42000,"Verified","Charged Off","Defaulted"
9022,12000,12.12,"B","B3","1 year",13322,39.6,707,"RENT",40000,"Verified","Fully Paid","Paid"
9023,7000,11.55,"B","B3","10+ years",202642,50,692,"MORTGAGE",150000,"Verified","Fully Paid","Paid"
9024,20000,6.62,"A","A2","< 1 year",16938,27.3,712,"RENT",80000,"Verified","Fully Paid","Paid"
9025,10000,17.27,"C","C5","6 years",8776,60.1,662,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
9026,9000,19.2,"D","D3","10+ years",25934,63.9,667,"RENT",64000,"Not Verified","Charged Off","Defaulted"
9027,8000,15.31,"C","C2","1 year",17184,60.9,687,"RENT",25000,"Not Verified","Fully Paid","Paid"
9028,16000,12.35,"B","B4","10+ years",17139,60.1,687,"MORTGAGE",140000,"Not Verified","Fully Paid","Paid"
9029,5500,20.2,"D","D5","10+ years",12668,40.2,707,"MORTGAGE",53399,"Verified","Fully Paid","Paid"
9030,17875,8.9,"A","A5","6 years",16880,43.1,727,"RENT",40000,"Not Verified","Charged Off","Defaulted"
9031,8650,10.64,"B","B2","10+ years",25793,68.8,682,"RENT",82000,"Not Verified","Fully Paid","Paid"
9032,16000,6.03,"A","A1","10+ years",26635,22.9,792,"RENT",155000,"Verified","Fully Paid","Paid"
9033,14500,13.11,"B","B4","10+ years",9036,66.9,697,"MORTGAGE",69500,"Not Verified","Charged Off","Defaulted"
9034,35000,16.2,"C","C4","3 years",1076,4.5,767,"OWN",180000,"Source Verified","Fully Paid","Paid"
9035,10000,11.14,"B","B2","10+ years",12621,64.1,682,"MORTGAGE",106000,"Not Verified","Fully Paid","Paid"
9036,14000,8.9,"A","A5","10+ years",72856,83.4,722,"MORTGAGE",140000,"Source Verified","Fully Paid","Paid"
9037,9600,18.49,"D","D2","9 years",13445,87.3,682,"RENT",39000,"Verified","Charged Off","Defaulted"
9038,2400,17.27,"C","C5","2 years",4202,91.3,677,"RENT",25000,"Not Verified","Fully Paid","Paid"
9039,20000,14.33,"C","C1","1 year",29544,64.9,672,"RENT",67000,"Source Verified","Fully Paid","Paid"
9040,8725,17.77,"D","D1","< 1 year",2756,31,697,"RENT",1e+05,"Not Verified","Fully Paid","Paid"
9041,10000,6.03,"A","A1","10+ years",558,1.6,807,"MORTGAGE",112000,"Not Verified","Fully Paid","Paid"
9042,10000,13.11,"B","B4","9 years",16963,73,702,"RENT",35000,"Source Verified","Fully Paid","Paid"
9043,30000,18.25,"D","D3","7 years",15366,80.5,692,"MORTGAGE",104000,"Verified","Fully Paid","Paid"
9044,20000,13.11,"B","B4","6 years",30096,92,707,"RENT",85000,"Verified","Fully Paid","Paid"
9045,5675,13.11,"B","B4","7 years",5788,64.3,672,"MORTGAGE",27000,"Not Verified","Fully Paid","Paid"
9046,8000,12.12,"B","B3","10+ years",32587,74.1,682,"MORTGAGE",60000,"Verified","Charged Off","Defaulted"
9047,8000,14.33,"C","C1",NA,5166,58.7,692,"RENT",52000,"Source Verified","Fully Paid","Paid"
9048,21000,13.11,"B","B4","10+ years",34130,87.3,702,"MORTGAGE",330000,"Source Verified","Fully Paid","Paid"
9049,11500,14.65,"C","C2","2 years",13118,87.9,672,"OWN",72100,"Verified","Fully Paid","Paid"
9050,12000,10.16,"B","B1","10+ years",16327,38.5,707,"RENT",65000,"Not Verified","Fully Paid","Paid"
9051,14000,8.9,"A","A5","6 years",11159,69.7,717,"RENT",28379,"Source Verified","Fully Paid","Paid"
9052,16000,16.29,"C","C5","2 years",11939,90.6,687,"RENT",60000,"Verified","Fully Paid","Paid"
9053,16000,15.31,"C","C3","6 years",13817,55.7,692,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
9054,9600,10.99,"B","B2","4 years",7309,47.5,682,"RENT",35000,"Source Verified","Charged Off","Defaulted"
9055,10000,8.9,"A","A5","10+ years",17108,54.3,687,"MORTGAGE",80000,"Source Verified","Fully Paid","Paid"
9056,26325,24.08,"F&G","F2","4 years",108204,32.8,692,"MORTGAGE",67489,"Verified","Charged Off","Defaulted"
9057,20500,13.11,"B","B4","10+ years",21798,42.1,687,"RENT",64354,"Verified","Fully Paid","Paid"
9058,8875,17.77,"D","D1",NA,13752,83.9,667,"OWN",38500,"Verified","Fully Paid","Paid"
9059,7800,12.12,"B","B3","3 years",8212,57.4,697,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
9060,4000,11.14,"B","B2","9 years",16380,27.6,702,"OWN",50000,"Not Verified","Charged Off","Defaulted"
9061,5000,13.67,"B","B5","2 years",3701,64.9,672,"RENT",25000,"Not Verified","Charged Off","Defaulted"
9062,9000,18.85,"D","D3","3 years",10440,78.5,667,"OWN",65000,"Verified","Fully Paid","Paid"
9063,13200,12.12,"B","B3","8 years",9707,50.8,692,"RENT",47000,"Not Verified","Fully Paid","Paid"
9064,25000,13.11,"B","B4","8 years",21481,74.3,682,"RENT",93000,"Verified","Fully Paid","Paid"
9065,12000,11.14,"B","B2","10+ years",27407,72.5,682,"MORTGAGE",1e+05,"Source Verified","Fully Paid","Paid"
9066,8000,17.27,"C","C5","6 years",28406,67,692,"RENT",72000,"Verified","Fully Paid","Paid"
9067,21200,10.16,"B","B1","< 1 year",20933,40.4,732,"RENT",53000,"Verified","Fully Paid","Paid"
9068,21000,11.14,"B","B2","10+ years",36588,57.6,717,"MORTGAGE",140000,"Source Verified","Fully Paid","Paid"
9069,3350,10.16,"B","B1","7 years",9391,71.7,697,"MORTGAGE",82000,"Not Verified","Fully Paid","Paid"
9070,10625,17.77,"D","D1","5 years",9914,65.2,662,"RENT",46000,"Not Verified","Fully Paid","Paid"
9071,8400,13.67,"B","B5","< 1 year",7339,39,697,"RENT",60000,"Source Verified","Fully Paid","Paid"
9072,6075,17.77,"D","D1","1 year",3766,99.1,662,"RENT",42000,"Verified","Charged Off","Defaulted"
9073,35000,8.9,"A","A5","10+ years",10951,26.3,737,"MORTGAGE",96000,"Verified","Fully Paid","Paid"
9074,25000,11.99,"B","B3","7 years",12931,44.4,692,"MORTGAGE",90000,"Verified","Fully Paid","Paid"
9075,6000,15.81,"C","C4","3 years",11765,80,662,"RENT",62000,"Verified","Fully Paid","Paid"
9076,16000,14.09,"B","B5","9 years",14206,73.2,712,"RENT",49000,"Verified","Fully Paid","Paid"
9077,4200,12.12,"B","B3","3 years",4776,93.6,692,"RENT",65000,"Source Verified","Charged Off","Defaulted"
9078,35000,17.27,"D","D1","10+ years",17409,73.5,707,"MORTGAGE",140000,"Source Verified","Charged Off","Defaulted"
9079,7200,7.9,"A","A4","3 years",11890,38.4,707,"OWN",1e+05,"Not Verified","Fully Paid","Paid"
9080,10000,11.14,"B","B2","10+ years",10474,33.8,707,"RENT",57240,"Source Verified","Late (31-120 days)","Defaulted"
9081,14125,14.33,"C","C1","10+ years",11715,76.6,687,"MORTGAGE",37000,"Verified","Fully Paid","Paid"
9082,10500,10.64,"B","B2","3 years",15789,88.7,702,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
9083,4500,23.63,"F&G","F3","6 years",3718,24.3,707,"MORTGAGE",16000,"Verified","Fully Paid","Paid"
9084,5000,18.55,"D","D2","6 years",1198,79.9,662,"MORTGAGE",87000,"Not Verified","Fully Paid","Paid"
9085,11075,13.11,"B","B4","4 years",6946,47.9,682,"MORTGAGE",32000,"Source Verified","Fully Paid","Paid"
9086,25000,7.62,"A","A3","10+ years",20707,64.5,747,"MORTGAGE",80000,"Verified","Fully Paid","Paid"
9087,15000,11.71,"B","B3","10+ years",13411,51.6,707,"MORTGAGE",54000,"Not Verified","Fully Paid","Paid"
9088,6000,10.99,"B","B2",NA,214489,74.2,727,"MORTGAGE",78429,"Verified","Fully Paid","Paid"
9089,20000,6.03,"A","A1","5 years",38508,60.6,722,"MORTGAGE",101000,"Verified","Fully Paid","Paid"
9090,5000,10.64,"B","B2","5 years",5236,42.6,692,"RENT",26000,"Not Verified","Fully Paid","Paid"
9091,10000,6.03,"A","A1","5 years",9079,24.1,772,"RENT",90000,"Not Verified","Fully Paid","Paid"
9092,9500,11.99,"B","B3","10+ years",13989,43.4,707,"RENT",108000,"Not Verified","Fully Paid","Paid"
9093,3925,12.35,"B","B4","< 1 year",3284,10.9,702,"RENT",31200,"Source Verified","Fully Paid","Paid"
9094,10000,14.09,"B","B5","< 1 year",11594,41,712,"RENT",33000,"Verified","Fully Paid","Paid"
9095,7200,17.27,"C","C5","2 years",17582,64.2,667,"RENT",37000,"Not Verified","Charged Off","Defaulted"
9096,15800,12.12,"B","B3","3 years",15166,82.9,677,"RENT",65000,"Verified","Fully Paid","Paid"
9097,12000,11.14,"B","B2","10+ years",11396,55.9,717,"RENT",1e+05,"Not Verified","Charged Off","Defaulted"
9098,8000,10.16,"B","B1","10+ years",7714,72.1,707,"MORTGAGE",34000,"Verified","Fully Paid","Paid"
9099,3000,7.9,"A","A4","1 year",25878,54.9,717,"RENT",91200,"Verified","Fully Paid","Paid"
9100,12575,7.9,"A","A4","2 years",13502,44.6,727,"RENT",111000,"Verified","Fully Paid","Paid"
9101,20000,24.83,"F&G","G2","4 years",48457,68.9,667,"MORTGAGE",1e+05,"Verified","Fully Paid","Paid"
9102,16000,15.81,"C","C4","10+ years",33320,77,682,"MORTGAGE",90000,"Verified","Charged Off","Defaulted"
9103,6000,15.8,"C","C3","6 years",18189,84.6,667,"RENT",20000,"Source Verified","Fully Paid","Paid"
9104,6000,11.14,"B","B2","5 years",806,3.9,682,"MORTGAGE",80000,"Not Verified","Fully Paid","Paid"
9105,11850,15.31,"C","C2","2 years",9306,45.2,677,"RENT",54000,"Not Verified","Fully Paid","Paid"
9106,11625,15.8,"C","C3","2 years",7564,92.2,692,"RENT",60000,"Verified","Charged Off","Defaulted"
9107,6400,18.75,"D","D3","8 years",2048,73.1,672,"RENT",76500,"Verified","Fully Paid","Paid"
9108,10500,7.9,"A","A4","1 year",4383,27.2,742,"MORTGAGE",40000,"Not Verified","Fully Paid","Paid"
9109,24000,14.09,"B","B5","10+ years",31935,68.8,692,"MORTGAGE",79084,"Verified","Charged Off","Defaulted"
9110,28000,22.45,"F&G","F1","3 years",18841,96.6,672,"MORTGAGE",140000,"Verified","Charged Off","Defaulted"
9111,6000,15.31,"C","C2","10+ years",17353,66.2,672,"MORTGAGE",54000,"Not Verified","Fully Paid","Paid"
9112,10000,12.99,"B","B4","4 years",6416,61.7,672,"RENT",36000,"Verified","Fully Paid","Paid"
9113,6000,10.16,"B","B1","10+ years",3447,47.9,707,"MORTGAGE",45000,"Source Verified","Fully Paid","Paid"
9114,10000,18.75,"D","D3","< 1 year",23041,64.7,682,"OWN",92000,"Verified","Fully Paid","Paid"
9115,30000,15.88,"C","C4","8 years",42026,97.1,697,"OWN",1e+05,"Verified","Fully Paid","Paid"
9116,5000,9.76,"B","B1","10+ years",16822,38.2,712,"MORTGAGE",70000,"Not Verified","Fully Paid","Paid"
9117,3600,6.03,"A","A1","10+ years",40679,28.2,777,"MORTGAGE",108000,"Not Verified","Fully Paid","Paid"
9118,7000,14.09,"B","B5","3 years",6481,49.1,687,"RENT",42000,"Not Verified","Charged Off","Defaulted"
9119,10000,15.31,"C","C2",NA,14358,53.2,677,"OWN",66697,"Source Verified","Fully Paid","Paid"
9120,2800,21,"E","E2","7 years",15944,96,677,"RENT",60000,"Not Verified","Fully Paid","Paid"
9121,2000,14.3,"C","C1","1 year",12245,82.7,697,"RENT",79000,"Source Verified","Fully Paid","Paid"
9122,8875,15.8,"C","C3","6 years",4444,44.9,672,"RENT",52000,"Not Verified","Fully Paid","Paid"
9123,17050,19.22,"D","D5","2 years",5540,87.9,662,"OWN",35000,"Verified","Charged Off","Defaulted"
9124,15000,7.9,"A","A4","4 years",4637,28.4,662,"MORTGAGE",85000,"Not Verified","Charged Off","Defaulted"
9125,16000,17.1,"C","C5","6 years",14534,64.6,672,"RENT",75000,"Not Verified","Charged Off","Defaulted"
9126,14000,11.14,"B","B2","1 year",8058,93.7,722,"RENT",53000,"Source Verified","Fully Paid","Paid"
9127,32000,15.1,"C","C2","10+ years",236003,99.2,692,"OWN",398000,"Source Verified","Fully Paid","Paid"
9128,24000,7.9,"A","A4","10+ years",25852,92,707,"MORTGAGE",95000,"Verified","Fully Paid","Paid"
9129,26325,17.77,"D","D1","7 years",14674,75.6,667,"RENT",60000,"Verified","Fully Paid","Paid"
9130,24000,14.09,"B","B5","10+ years",22520,69.5,687,"RENT",61000,"Verified","Fully Paid","Paid"
9131,10000,13.11,"B","B4","1 year",10516,44,662,"MORTGAGE",135000,"Source Verified","Fully Paid","Paid"
9132,28000,7.9,"A","A4","9 years",32522,34.9,712,"MORTGAGE",88000,"Not Verified","Fully Paid","Paid"
9133,16000,7.62,"A","A3","1 year",31840,90.5,727,"MORTGAGE",83000,"Source Verified","Fully Paid","Paid"
9134,14400,15.8,"C","C3","10+ years",23155,94.9,682,"MORTGAGE",72000,"Source Verified","Fully Paid","Paid"
9135,7000,10.64,"B","B2","10+ years",4298,75.4,697,"MORTGAGE",56259,"Not Verified","Fully Paid","Paid"
9136,24000,8.9,"A","A5","10+ years",20494,79.7,692,"MORTGAGE",95000,"Verified","Fully Paid","Paid"
9137,8575,14.09,"B","B5","6 years",7176,79.4,687,"RENT",85000,"Verified","Fully Paid","Paid"
9138,28000,20.5,"E","E1","10+ years",14324,51.2,682,"RENT",90000,"Source Verified","Fully Paid","Paid"
9139,5000,13.67,"B","B5","10+ years",2422,65.5,692,"OWN",80000,"Source Verified","Fully Paid","Paid"
9140,17350,10.16,"B","B1","10+ years",31587,78.2,712,"MORTGAGE",48700,"Not Verified","Fully Paid","Paid"
9141,12000,10.99,"B","B2",NA,32299,66.1,692,"MORTGAGE",125000,"Source Verified","Fully Paid","Paid"
9142,5325,18.49,"D","D2","7 years",3173,69,702,"RENT",75000,"Source Verified","Fully Paid","Paid"
9143,4200,8.9,"A","A5","10+ years",14167,67.8,717,"MORTGAGE",52000,"Not Verified","Fully Paid","Paid"
9144,4000,14.33,"C","C1","10+ years",17523,95.8,682,"MORTGAGE",100951,"Verified","Fully Paid","Paid"
9145,14400,11.14,"B","B2","6 years",14883,60,702,"RENT",48000,"Not Verified","Fully Paid","Paid"
9146,14000,8.9,"A","A5","1 year",10136,74.5,717,"MORTGAGE",45000,"Source Verified","Fully Paid","Paid"
9147,2400,19.52,"D","D4","1 year",25616,79.3,712,"RENT",105000,"Not Verified","Late (31-120 days)","Defaulted"
9148,10000,17.1,"C","C5","2 years",10361,101.6,702,"RENT",42000,"Verified","Fully Paid","Paid"
9149,14675,15.8,"C","C3","7 years",7516,45.3,682,"RENT",38000,"Not Verified","Charged Off","Defaulted"
9150,21725,18.49,"D","D2","10+ years",27296,63.5,677,"RENT",55000,"Verified","Fully Paid","Paid"
9151,16425,17.1,"C","C5","3 years",14847,86.8,667,"OWN",37000,"Verified","Charged Off","Defaulted"
9152,12000,10.99,"B","B2","8 years",10965,54,692,"RENT",55000,"Verified","Fully Paid","Paid"
9153,15275,9.71,"B","B1","10+ years",32319,52.1,727,"RENT",57000,"Not Verified","Fully Paid","Paid"
9154,4000,7.62,"A","A3","10+ years",2008,7.8,747,"MORTGAGE",65000,"Not Verified","Charged Off","Defaulted"
9155,10000,9.99,"B","B1","10+ years",14390,37,702,"MORTGAGE",82688,"Not Verified","Fully Paid","Paid"
9156,16800,12.12,"B","B3","1 year",26379,83.5,707,"MORTGAGE",100850,"Verified","Fully Paid","Paid"
9157,10000,11.55,"B","B3","10+ years",7033,43.4,687,"RENT",58000,"Not Verified","Charged Off","Defaulted"
